Geneid	Chr	Start	End	Strand	Length
gene-LOC100123827	NC_045757.1	3398518	3425927	-	27410
gene-TRNAM-CAU	NC_045757.1	3404691	3404762	+	72
gene-TRNAQ-UUG	NC_045757.1	3436680	3436751	+	72
gene-LOC100680262	NC_045757.1	3439620	3441421	-	1802
gene-LOC100123831	NC_045757.1	3441174	3443110	+	1937
gene-LOC100116946	NC_045757.1	3443116	3444611	-	1496
gene-LOC100123835	NC_045757.1	3443166	3448730	-	5565
gene-LOC100123838	NC_045757.1	3447400	3462590	+	15191
gene-LOC100123841	NC_045757.1	3462575	3463787	-	1213
gene-LOC100123842	NC_045757.1	3463897	3472103	-	8207
gene-LOC103315509	NC_045757.1	3473339	3474737	+	1399
gene-LOC100679477	NC_045757.1	3474671	3476198	-	1528
gene-LOC100123844	NC_045757.1	3475925	3477876	+	1952
gene-LOC100123847	NC_045757.1	3478230	3484322	+	6093
gene-LOC100123851	NC_045757.1	3483699	3490106	+	6408
gene-LOC100677950	NC_045757.1	3490194	3496416	+	6223
gene-LOC100123857	NC_045757.1	3492084	3493761	-	1678
gene-LOC100123865	NC_045757.1	3496463	3498729	+	2267
gene-LOC100678847	NC_045757.1	3497840	3502555	-	4716
gene-TRNAP-AGG-2	NC_045757.1	3502942	3503013	-	72
gene-LOC100123869	NC_045757.1	3503110	3505863	+	2754
gene-LOC100123872	NC_045757.1	3504650	3520544	-	15895
gene-LOC100678092	NC_045757.1	3516454	3527191	+	10738
gene-LOC100123874	NC_045757.1	3521106	3523552	-	2447
gene-LOC116738499	NC_045757.1	3524098	3525237	+	1140
gene-LOC100123880	NC_045757.1	3527623	3535143	+	7521
gene-LOC100117018	NC_045757.1	3532853	3542045	+	9193
gene-LOC100117060	NC_045757.1	3542519	3545144	+	2626
gene-LOC100123882	NC_045757.1	3545238	3553633	-	8396
gene-kinesin-2B	NC_045757.1	3549791	3553043	+	3253
gene-Cct7	NC_045757.1	3553199	3556228	+	3030
gene-LOC100123890	NC_045757.1	3556451	3579824	+	23374
gene-LOC100123900	NC_045757.1	3582788	3596621	+	13834
gene-LOC100123897	NC_045757.1	3583768	3589047	-	5280
gene-LOC100123903	NC_045757.1	3597843	3614486	-	16644
gene-LOC100123907	NC_045757.1	3615652	3625076	+	9425
gene-LOC100123909	NC_045757.1	3624162	3634865	-	10704
gene-LOC100123911	NC_045757.1	3634928	3636368	-	1441
gene-LOC100123914	NC_045757.1	3636471	3656455	-	19985
gene-LOC100678222	NC_045757.1	3656412	3659942	+	3531
gene-LOC116415963	NC_045757.1	3660050	3663432	-	3383
gene-LOC100233144	NC_045757.1	3664226	3665727	+	1502
gene-Slc25a26	NC_045757.1	3665817	3667239	+	1423
gene-LOC100117097	NC_045757.1	3667273	3669689	-	2417
gene-LOC100123923	NC_045757.1	3670307	3672076	-	1770
gene-LOC100680514	NC_045757.1	3671866	3673231	+	1366
gene-LOC100123928	NC_045757.1	3673221	3677009	-	3789
gene-LOC100123929	NC_045757.1	3677141	3687370	-	10230
gene-LOC100123931	NC_045757.1	3692212	3700853	-	8642
gene-LOC100123936	NC_045757.1	3702641	3704497	+	1857
gene-LOC100123937	NC_045757.1	3704534	3710908	-	6375
gene-LOC116415968	NC_045757.1	3708160	3710597	+	2438
gene-LOC100123939	NC_045757.1	3711057	3734276	-	23220
gene-Egl	NC_045757.1	3734602	3739955	+	5354
gene-LOC100123944	NC_045757.1	3739847	3741656	-	1810
gene-LOC100123946	NC_045757.1	3741751	3754005	+	12255
gene-Sf3b3	NC_045757.1	3754656	3762231	-	7576
gene-LOC100123953	NC_045757.1	3762344	3767326	-	4983
gene-LOC100123956	NC_045757.1	3768148	3778681	+	10534
gene-LOC100123959	NC_045757.1	3781762	3788066	+	6305
gene-LOC100677925	NC_045757.1	3787259	3791594	-	4336
gene-LOC103315511	NC_045757.1	3792588	3794261	+	1674
gene-LOC100123964	NC_045757.1	3794322	3803936	+	9615
gene-LOC100117170	NC_045757.1	3802488	3827485	-	24998
gene-LOC100117209	NC_045757.1	3826764	3832760	-	5997
gene-LOC103315318	NC_045757.1	3827225	3828045	-	821
gene-LOC100677960	NC_045757.1	3832840	3840440	+	7601
gene-LOC103315512	NC_045757.1	3833491	3835556	+	2066
gene-LOC100117248	NC_045757.1	3840279	3842025	-	1747
gene-LOC100678343	NC_045757.1	3842009	3844048	+	2040
gene-LOC100123970	NC_045757.1	3843709	3846465	-	2757
gene-LOC100123973	NC_045757.1	3849186	3854678	-	5493
gene-LOC100123975	NC_045757.1	3856391	3859999	+	3609
gene-LOC100123978	NC_045757.1	3867667	3877071	+	9405
gene-LOC100123981	NC_045757.1	3878385	3892945	+	14561
gene-LOC100123983	NC_045757.1	3893217	3895649	-	2433
gene-LOC100123986	NC_045757.1	3895741	3931356	+	35616
gene-LOC103315515	NC_045757.1	3916895	3918587	+	1693
gene-LOC100123994	NC_045757.1	3926769	3928280	-	1512
gene-LOC100123998	NC_045757.1	3930790	3938987	-	8198
gene-LOC116416014	NC_045757.1	3939672	3945922	+	6251
gene-LOC103315535	NC_045757.1	3946093	3948575	-	2483
gene-LOC103315516	NC_045757.1	3948939	3951449	-	2511
gene-LOC100679234	NC_045757.1	3953495	3955928	+	2434
gene-LOC100680289	NC_045757.1	3957091	3959386	+	2296
gene-LOC100680320	NC_045757.1	3959807	3961332	+	1526
gene-LOC100124009	NC_045757.1	3961188	3964987	-	3800
gene-GstS2	NC_045757.1	3965209	3967366	+	2158
gene-LOC100124014	NC_045757.1	3970410	3970884	-	475
gene-LOC100124016	NC_045757.1	3971040	3971516	+	477
gene-LOC103315517	NC_045757.1	3972730	3976792	-	4063
gene-LOC116416012	NC_045757.1	3977011	3977440	-	430
gene-LOC100117327	NC_045757.1	3977600	3978125	+	526
gene-LOC100124021	NC_045757.1	3981064	3981888	+	825
gene-LOC116415719	NC_045757.1	3983156	3983676	-	521
gene-LOC100117392	NC_045757.1	3983844	3984273	+	430
gene-LOC116416010	NC_045757.1	3989181	3989663	-	483
gene-LOC116416007	NC_045757.1	3989821	3990297	+	477
gene-LOC100114509	NC_045757.1	3993060	3995817	+	2758
gene-LOC116416008	NC_045757.1	3996356	3996832	-	477
gene-LOC116416011	NC_045757.1	3996988	3997989	+	1002
gene-LOC116416013	NC_045757.1	3998810	3999235	-	426
gene-LOC116416005	NC_045757.1	3999404	3999926	+	523
gene-LOC116416004	NC_045757.1	4001194	4002017	-	824
gene-LOC100114477	NC_045757.1	4004565	4005110	-	546
gene-LOC100114435	NC_045757.1	4005272	4005705	+	434
gene-LOC116416009	NC_045757.1	4006526	4007524	-	999
gene-LOC116416006	NC_045757.1	4007683	4008158	+	476
gene-LOC100116010	NC_045757.1	4008604	4017292	-	8689
gene-LOC100115940	NC_045757.1	4017296	4021192	-	3897
gene-LOC100116130	NC_045757.1	4022227	4090697	-	68471
gene-LOC100678071	NC_045757.1	4102837	4105609	+	2773
gene-LOC100116193	NC_045757.1	4107925	4124936	-	17012
gene-LOC100116232	NC_045757.1	4118488	4120452	+	1965
gene-LOC100116303	NC_045757.1	4129334	4138244	+	8911
gene-Ndufb10	NC_045757.1	4138263	4139580	-	1318
gene-LOC100116380	NC_045757.1	4139643	4142360	+	2718
gene-LOC100116447	NC_045757.1	4142515	4146493	+	3979
gene-LOC100116485	NC_045757.1	4146478	4148084	-	1607
gene-LOC100116522	NC_045757.1	4147665	4149336	+	1672
gene-LOC100116555	NC_045757.1	4149384	4152119	-	2736
gene-LOC100116584	NC_045757.1	4150810	4155680	+	4871
gene-LOC100678352	NC_045757.1	4155479	4156818	-	1340
gene-LOC100116798	NC_045757.1	4155859	4211682	+	55824
gene-LOC100187732	NC_045757.1	4157167	4158757	-	1591
gene-LOC100678251	NC_045757.1	4174367	4176508	-	2142
gene-LOC107980527	NC_045757.1	4212387	4215196	-	2810
gene-LOC107982063	NC_045757.1	4215961	4218760	-	2800
gene-LOC103317333	NC_045757.1	4219139	4220881	-	1743
gene-LOC103317338	NC_045757.1	4222232	4225046	-	2815
gene-LOC100116980	NC_045757.1	4225383	4227782	-	2400
gene-LOC100117012	NC_045757.1	4228726	4301881	+	73156
gene-LOC100117092	NC_045757.1	4302368	4308430	+	6063
gene-LOC100117132	NC_045757.1	4308420	4310837	-	2418
gene-LOC100117166	NC_045757.1	4311519	4329327	-	17809
gene-GST-mic1	NC_045757.1	4336276	4337662	-	1387
gene-LOC100115859	NC_045757.1	4338556	4347712	+	9157
gene-Gstcd	NC_045757.1	4348093	4350664	-	2572
gene-Jtb	NC_045757.1	4348093	4350664	-	2572
gene-LOC100117280	NC_045757.1	4351235	4371549	-	20315
gene-LOC100117322	NC_045757.1	4373378	4375955	+	2578
gene-LOC100117357	NC_045757.1	4376029	4571978	-	195950
gene-LOC103317293	NC_045757.1	4385113	4385814	+	702
gene-LOC107981069	NC_045757.1	4486830	4495366	+	8537
gene-LOC100679301	NC_045757.1	4582606	4588481	+	5876
gene-LOC100117466	NC_045757.1	4596736	4599017	+	2282
gene-LOC103317300	NC_045757.1	4599932	4602916	+	2985
gene-LOC116415953	NC_045757.1	4602820	4604784	+	1965
gene-LOC100117586	NC_045757.1	4605106	4607086	+	1981
gene-LOC100117631	NC_045757.1	4607159	4609649	+	2491
gene-LOC116738519	NC_045757.1	4611484	4612499	+	1016
gene-LOC100117670	NC_045757.1	4612539	4614103	+	1565
gene-LOC107980532	NC_045757.1	4613901	4615868	+	1968
gene-LOC100117787	NC_045757.1	4616670	4618681	+	2012
gene-LOC100117865	NC_045757.1	4619084	4623262	+	4179
gene-LOC100117906	NC_045757.1	4623825	4626348	+	2524
gene-LOC103317365	NC_045757.1	4626442	4629482	+	3041
gene-LOC100117942	NC_045757.1	4629746	4634134	+	4389
gene-LOC100117977	NC_045757.1	4632632	4695929	-	63298
gene-LOC116415954	NC_045757.1	4648941	4656102	-	7162
gene-LOC116415955	NC_045757.1	4656249	4662216	+	5968
gene-LOC103317310	NC_045757.1	4695256	4719505	+	24250
gene-LOC100114382	NC_045757.1	4696224	4697975	-	1752
gene-Fru	NC_045757.1	4705084	4760849	-	55766
gene-Nvu1-fru	NC_045757.1	4710614	4767826	-	57213
gene-Nvu1	NC_045757.1	4766126	4767820	-	1695
gene-LOC103317311	NC_045757.1	4771963	4774046	+	2084
gene-LOC100678400	NC_045757.1	4774318	4775878	-	1561
gene-LOC116415969	NC_045757.1	4778844	4781108	-	2265
gene-LOC107982209	NC_045757.1	4783023	4784753	-	1731
gene-LOC100118159	NC_045757.1	4786366	4788874	-	2509
gene-LOC107980538	NC_045757.1	4788983	4790913	-	1931
gene-LOC107980534	NC_045757.1	4791099	4793121	-	2023
gene-LOC100118039	NC_045757.1	4797832	4800769	-	2938
gene-LOC116416044	NC_045757.1	4808054	4808172	+	119
gene-LOC100678249	NC_045757.1	4819979	5011379	+	191401
gene-LOC103317308	NC_045757.1	4821783	4869067	-	47285
gene-LOC116416049	NC_045757.1	4831522	4831640	-	119
gene-LOC116416050	NC_045757.1	4833278	4833396	+	119
gene-LOC116416051	NC_045757.1	4838133	4838251	+	119
gene-LOC116416034	NC_045757.1	4841621	4841739	+	119
gene-LOC116416035	NC_045757.1	4844522	4844640	-	119
gene-LOC116416036	NC_045757.1	4846068	4846186	+	119
gene-LOC116415952	NC_045757.1	4857074	4858762	-	1689
gene-TRNAK-CUU-2	NC_045757.1	4857345	4857417	-	73
gene-TRNAK-CUU-3	NC_045757.1	4857794	4857866	-	73
gene-TRNAK-CUU-4	NC_045757.1	4860231	4860303	-	73
gene-TRNAD-GUC	NC_045757.1	4864351	4864422	-	72
gene-TRNAD-GUC-2	NC_045757.1	4873384	4873455	-	72
gene-TRNAD-GUC-3	NC_045757.1	4873527	4873598	-	72
gene-TRNAD-GUC-4	NC_045757.1	4873780	4873851	-	72
gene-LOC116416046	NC_045757.1	4875256	4875374	+	119
gene-TRNAG-GCC	NC_045757.1	4877794	4877864	-	71
gene-LOC100678309	NC_045757.1	4895814	4900006	+	4193
gene-LOC116416047	NC_045757.1	4902645	4902763	-	119
gene-LOC116416045	NC_045757.1	4906062	4906180	+	119
gene-LOC116416037	NC_045757.1	4912271	4912389	+	119
gene-LOC116416038	NC_045757.1	4913525	4913643	+	119
gene-LOC116416048	NC_045757.1	4916126	4916244	+	119
gene-LOC116415951	NC_045757.1	4917110	4917650	-	541
gene-LOC116416039	NC_045757.1	4922059	4922177	+	119
gene-LOC116416040	NC_045757.1	4923592	4923710	-	119
gene-LOC116416041	NC_045757.1	4929395	4929513	-	119
gene-LOC116416033	NC_045757.1	4930734	4930852	+	119
gene-LOC116416042	NC_045757.1	4931813	4931931	+	119
gene-LOC116416043	NC_045757.1	4934045	4934163	+	119
gene-LOC103317309	NC_045757.1	4941722	5002453	-	60732
gene-LOC100117740	NC_045757.1	5011666	5014383	-	2718
gene-LOC100117700	NC_045757.1	5014636	5017786	-	3151
gene-LOC103317307	NC_045757.1	5018238	5020092	+	1855
gene-Y-x1b	NC_045757.1	5020106	5025295	-	5190
gene-LOC116738534	NC_045757.1	5020555	5022438	+	1884
gene-LOC100678021	NC_045757.1	5046897	5075741	-	28845
gene-LOC100117499	NC_045757.1	5071196	5081232	+	10037
gene-LOC100117454	NC_045757.1	5081568	5105098	-	23531
gene-LOC100117410	NC_045757.1	5108669	5113860	+	5192
gene-LOC103317304	NC_045757.1	5113124	5114644	-	1521
gene-LOC100677896	NC_045757.1	5115670	5120189	+	4520
gene-LOC100114345	NC_045757.1	5120414	5127380	+	6967
gene-LOC100680538	NC_045757.1	5130912	5133675	+	2764
gene-LOC116415976	NC_045757.1	5134837	5143877	-	9041
gene-LOC100680509	NC_045757.1	5145421	5145982	-	562
gene-LOC100117268	NC_045757.1	5150172	5152714	-	2543
gene-LOC100117192	NC_045757.1	5156838	5194623	+	37786
gene-hmm203054	NC_045757.1	5195547	5196479	-	933
gene-LOC100114288	NC_045757.1	5197941	5199143	-	1203
gene-LOC100117083	NC_045757.1	5199248	5204882	-	5635
gene-LOC100117045	NC_045757.1	5204096	5206998	+	2903
gene-LOC100117001	NC_045757.1	5207117	5210419	+	3303
gene-LOC100116966	NC_045757.1	5210142	5214630	-	4489
gene-LOC100116926	NC_045757.1	5214702	5216389	+	1688
gene-LOC100114254	NC_045757.1	5216501	5222392	+	5892
gene-LOC100680266	NC_045757.1	5218575	5220096	-	1522
gene-LOC100116884	NC_045757.1	5221891	5228488	-	6598
gene-LOC100116855	NC_045757.1	5231179	5239941	+	8763
gene-LOC100116826	NC_045757.1	5242313	5245918	+	3606
gene-LOC100116763	NC_045757.1	5246746	5248623	+	1878
gene-LOC100116726	NC_045757.1	5250398	5263365	-	12968
gene-LOC100114213	NC_045757.1	5263328	5264855	+	1528
gene-LOC100116683	NC_045757.1	5265070	5386615	+	121546
gene-LOC107982031	NC_045757.1	5389959	5391941	+	1983
gene-LOC103317314	NC_045757.1	5392051	5393437	+	1387
gene-LOC107982018	NC_045757.1	5394185	5396023	+	1839
gene-LOC107982029	NC_045757.1	5396137	5400864	+	4728
gene-LOC100116473	NC_045757.1	5400941	5402913	+	1973
gene-LOC103317313	NC_045757.1	5402976	5404860	+	1885
gene-LOC103317312	NC_045757.1	5406069	5408362	+	2294
gene-Pka-C1	NC_045757.1	5425764	5427731	-	1968
gene-LOC100116369	NC_045757.1	5437588	5442656	+	5069
gene-LOC100116333	NC_045757.1	5442925	5444895	+	1971
gene-LOC100114169	NC_045757.1	5444957	5447862	+	2906
gene-LOC100116294	NC_045757.1	5448051	5463716	-	15666
gene-LOC103316998	NC_045757.1	5464479	5465852	+	1374
gene-LOC100116220	NC_045757.1	5466067	5473037	-	6971
gene-LOC100116184	NC_045757.1	5473060	5482077	+	9018
gene-LOC100116153	NC_045757.1	5482440	5488727	-	6288
gene-LOC100116117	NC_045757.1	5488293	5490446	+	2154
gene-LOC100116078	NC_045757.1	5490929	5493815	+	2887
gene-LOC100678810	NC_045757.1	5494307	5497095	+	2789
gene-LOC100115967	NC_045757.1	5497211	5528509	+	31299
gene-TRNAL-CAA	NC_045757.1	5511410	5511529	+	120
gene-LOC100678770	NC_045757.1	5527095	5531200	-	4106
gene-LOC100115887	NC_045757.1	5531320	5536221	-	4902
gene-LOC107980803	NC_045757.1	5538164	5540488	+	2325
gene-LOC100115809	NC_045757.1	5540592	5544306	+	3715
gene-LOC100115768	NC_045757.1	5544292	5547677	-	3386
gene-LOC100115731	NC_045757.1	5547989	5552937	+	4949
gene-LOC100115683	NC_045757.1	5552922	5554479	-	1558
gene-LOC100115640	NC_045757.1	5554482	5562370	+	7889
gene-LOC100679622	NC_045757.1	5562528	5565321	+	2794
gene-LOC103317299	NC_045757.1	5565114	5569103	-	3990
gene-LOC116416021	NC_045757.1	5569221	5575343	-	6123
gene-LOC100679554	NC_045757.1	5573069	5601819	+	28751
gene-LOC100115380	NC_045757.1	5576285	5583506	-	7222
gene-LOC107982222	NC_045757.1	5587330	5588112	-	783
gene-LOC100114061	NC_045757.1	5588625	5589201	-	577
gene-LOC100114096	NC_045757.1	5589193	5593615	+	4423
gene-LOC100114134	NC_045757.1	5590763	5592944	-	2182
gene-LOC100678670	NC_045757.1	5594206	5595021	-	816
gene-LOC100678638	NC_045757.1	5595724	5596441	-	718
gene-Or229	NC_045757.1	5598922	5601585	-	2664
gene-Or227	NC_045757.1	5606282	5607796	-	1515
gene-LOC116415981	NC_045757.1	5607739	5608654	+	916
gene-LOC100114954	NC_045757.1	5608305	5628633	-	20329
gene-LOC100678565	NC_045757.1	5630251	5634166	+	3916
gene-LOC100114829	NC_045757.1	5635478	5636979	+	1502
gene-Y-x1c	NC_045757.1	5636909	5638406	-	1498
gene-LOC100114753	NC_045757.1	5642242	5668768	+	26527
gene-LOC103317295	NC_045757.1	5668677	5674230	-	5554
gene-TRNAI-UAU	NC_045757.1	5672237	5672329	-	93
gene-TRNAI-UAU-2	NC_045757.1	5673519	5673610	-	92
gene-LOC100114713	NC_045757.1	5674245	5680846	+	6602
gene-LOC100114675	NC_045757.1	5681153	5701013	-	19861
gene-LOC107982204	NC_045757.1	5688566	5691518	+	2953
gene-LOC100678528	NC_045757.1	5701526	5704569	-	3044
gene-LOC116738543	NC_045757.1	5709455	5709953	-	499
gene-LOC116415979	NC_045757.1	5714907	5717177	+	2271
gene-LOC116415993	NC_045757.1	5719763	5721198	-	1436
gene-LOC116415994	NC_045757.1	5743269	5746206	-	2938
gene-LOC116415974	NC_045757.1	5746189	5749008	-	2820
gene-LOC103317663	NC_045757.1	5749098	5753385	-	4288
gene-LOC107980616	NC_045757.1	5754836	5755387	-	552
gene-LOC100678853	NC_045757.1	5758187	5761077	-	2891
gene-LOC100677819	NC_045757.1	5761728	5766170	-	4443
gene-LOC116416025	NC_045757.1	5766407	5770233	+	3827
gene-LOC116416023	NC_045757.1	5770810	5774781	+	3972
gene-LOC116416026	NC_045757.1	5775279	5777696	-	2418
gene-LOC116415995	NC_045757.1	5786075	5789887	+	3813
gene-LOC116415996	NC_045757.1	5800049	5800993	+	945
gene-LOC103317659	NC_045757.1	5806679	5807794	+	1116
gene-LOC116416024	NC_045757.1	5816065	5820917	-	4853
gene-LOC116415997	NC_045757.1	5824734	5826062	+	1329
gene-LOC116415998	NC_045757.1	5826099	5829986	+	3888
gene-LOC116415990	NC_045757.1	5848201	5851411	+	3211
gene-LOC116415999	NC_045757.1	5855405	5856163	+	759
gene-LOC116416000	NC_045757.1	5856284	5857303	+	1020
gene-LOC100121676	NC_045757.1	5905660	5913105	-	7446
gene-LOC116415975	NC_045757.1	5914836	5925558	-	10723
gene-LOC100680513	NC_045757.1	5928418	5931487	+	3070
gene-LOC100121607	NC_045757.1	5931698	5937291	-	5594
gene-LOC100121569	NC_045757.1	5937413	5940183	-	2771
gene-LOC107980896	NC_045757.1	5945048	5947759	+	2712
gene-LOC100121535	NC_045757.1	5947381	5949467	-	2087
gene-Thoc4	NC_045757.1	5949853	5952605	+	2753
gene-Iars2	NC_045757.1	5952556	5957303	+	4748
gene-LOC100678629	NC_045757.1	5957100	5960688	-	3589
gene-LOC100121477	NC_045757.1	5960816	5982691	-	21876
gene-CYP9AH6	NC_045757.1	5984272	5985961	-	1690
gene-LOC100121441	NC_045757.1	5986431	5990080	-	3650
gene-LOC100121421	NC_045757.1	5991885	5999163	-	7279
gene-LOC100121403	NC_045757.1	5999522	6004397	+	4876
gene-LOC100121387	NC_045757.1	6005221	6015085	-	9865
gene-LOC116416027	NC_045757.1	6018184	6020105	-	1922
gene-LOC100121330	NC_045757.1	6022038	6024832	-	2795
gene-LOC100680271	NC_045757.1	6045343	6047856	+	2514
gene-LOC107982217	NC_045757.1	6048453	6049997	+	1545
gene-LOC100121292	NC_045757.1	6051848	6055639	-	3792
gene-LOC100121254	NC_045757.1	6065476	6070352	-	4877
gene-LOC100121207	NC_045757.1	6077088	6171728	+	94641
gene-LOC107982216	NC_045757.1	6140008	6143187	+	3180
gene-LOC100121183	NC_045757.1	6184434	6193593	+	9160
gene-LOC116738479	NC_045757.1	6189916	6191468	+	1553
gene-LOC100680112	NC_045757.1	6194558	6227293	+	32736
gene-LOC100119225	NC_045757.1	6235412	6236188	+	777
gene-LOC100680022	NC_045757.1	6239673	6241850	-	2178
gene-LOC100121115	NC_045757.1	6244095	6245359	-	1265
gene-LOC100119188	NC_045757.1	6246180	6246973	-	794
gene-LOC103317641	NC_045757.1	6250974	6252454	+	1481
gene-LOC103317638	NC_045757.1	6253652	6255022	-	1371
gene-LOC103317636	NC_045757.1	6255645	6256892	+	1248
gene-LOC103317628	NC_045757.1	6257285	6258300	-	1016
gene-LOC103317625	NC_045757.1	6258701	6260713	-	2013
gene-CYP4AB6	NC_045757.1	6261108	6264050	+	2943
gene-LOC103317623	NC_045757.1	6263726	6265233	-	1508
gene-LOC100678388	NC_045757.1	6265289	6266457	-	1169
gene-LOC103317616	NC_045757.1	6270064	6271317	-	1254
gene-SP87	NC_045757.1	6273275	6274721	-	1447
gene-Or137	NC_045757.1	6277367	6281115	-	3749
gene-LOC116416001	NC_045757.1	6280016	6280861	-	846
gene-LOC107980553	NC_045757.1	6281200	6283783	-	2584
gene-LOC107980548	NC_045757.1	6282529	6290893	-	8365
gene-LOC107980550	NC_045757.1	6284386	6285932	-	1547
gene-LOC103317614	NC_045757.1	6286041	6287394	-	1354
gene-LOC103317613	NC_045757.1	6292148	6293319	-	1172
gene-LOC103317612	NC_045757.1	6295121	6296255	-	1135
gene-LOC103317610	NC_045757.1	6296117	6298306	+	2190
gene-LOC103317609	NC_045757.1	6298432	6299584	-	1153
gene-LOC100302048	NC_045757.1	6302382	6303615	-	1234
gene-LOC100120625	NC_045757.1	6303793	6305122	-	1330
gene-LOC100678241	NC_045757.1	6305232	6306557	-	1326
gene-LOC103317513	NC_045757.1	6316361	6317943	-	1583
gene-LOC116416002	NC_045757.1	6319150	6337194	+	18045
gene-TRNAT-AGU	NC_045757.1	6328951	6329024	-	74
gene-TRNAQ-CUG	NC_045757.1	6334463	6334534	+	72
gene-TRNAQ-UUG-2	NC_045757.1	6344441	6344512	-	72
gene-LOC100120522	NC_045757.1	6345975	6358257	+	12283
gene-LOC116416003	NC_045757.1	6357854	6359443	-	1590
gene-LOC100120473	NC_045757.1	6364957	6366407	-	1451
gene-LOC100120395	NC_045757.1	6375859	6378599	-	2741
gene-LOC100120366	NC_045757.1	6378790	6382322	-	3533
gene-LOC116416030	NC_045757.1	6382365	6383951	+	1587
gene-Skp1	NC_045757.1	6383537	6386180	-	2644
gene-LOC100120342	NC_045757.1	6386303	6400918	+	14616
gene-LOC100120277	NC_045757.1	6400894	6403386	+	2493
gene-LOC100679311	NC_045757.1	6404447	6412286	+	7840
gene-LOC100679286	NC_045757.1	6412775	6420934	-	8160
gene-LOC100677965	NC_045757.1	6421421	6464540	+	43120
gene-LOC100679258	NC_045757.1	6426237	6427235	-	999
gene-TRNAT-CGU	NC_045757.1	6434173	6434244	+	72
gene-LOC100120141	NC_045757.1	6464509	6467222	-	2714
gene-LOC100119078	NC_045757.1	6467300	6468310	-	1011
gene-LOC100120005	NC_045757.1	6468699	6495802	+	27104
gene-LOC103317443	NC_045757.1	6479104	6493443	-	14340
gene-LOC100120072	NC_045757.1	6480829	6483202	+	2374
gene-LOC100679152	NC_045757.1	6495798	6498887	+	3090
gene-LOC100119915	NC_045757.1	6498221	6501171	-	2951
gene-LOC100119881	NC_045757.1	6501541	6510519	+	8979
gene-LOC100119845	NC_045757.1	6510731	6515036	+	4306
gene-LOC100119047	NC_045757.1	6514618	6516782	-	2165
gene-LOC100119808	NC_045757.1	6518893	6541266	+	22374
gene-LOC100119771	NC_045757.1	6544133	6546577	+	2445
gene-LOC100677902	NC_045757.1	6546489	6548114	-	1626
gene-LOC100678552	NC_045757.1	6548288	6549615	+	1328
gene-LOC100678432	NC_045757.1	6549905	6551114	-	1210
